sample_id,candidate_tag,no_keyword_flag,question,options_text,answer_idx,answer,meta_info,source_file,parametric_prior_disease_query,patient_profile_json,gold_admissible_set_json,gold_per_action_status_json,gold_scsr_needed,gold_scsr_query,gold_memory_conflict_label,reviewer,notes
MACB-205,FC_CAND,false,"A 55-year-old woman comes to the physician 10 days after noticing a mass in her left breast while bathing. She is concerned that it is breast cancer because her sister was diagnosed with breast cancer 3 years ago at 61 years of age. Menopause occurred 6 months ago. She has smoked 2 packs of cigarettes daily for 30 years. She took an oral contraceptive for 20 years. Current medications include hormone replacement therapy and a calcium supplement. Examination shows a 2.5-cm, palpable, hard, nontender, mass in the upper outer quadrant of the left breast; there is tethering of the skin over the lump. Examination of the right breast and axillae shows no abnormalities. Mammography shows an irregular mass with microcalcifications and oil cysts. A core biopsy shows foam cells and multinucleated giant cells. Which of the following is the most appropriate next step in management?",A: Neoadjuvant chemotherapy | B: Reassurance | C: Lumpectomy with axillary staging | D: Modified radical mastectomy | E: Wide excision of the lump,B,Reassurance,step2&3,data_clean/questions/US/train.jsonl,[STUB] A 55-year-old woman comes to the physician 10 days after noticing a mass in her left breast while bathing. She is concerned that it is breast cancer because her sister was diagnosed with breast cancer,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": null, ""other_constraints"": []}","[""B""]","{""A"": ""INADMISIBLE_ABS"", ""B"": ""ADMISSIBLE"", ""C"": ""INADMISIBLE_ABS"", ""D"": ""INADMISIBLE_ABS"", ""E"": ""INADMISIBLE_ABS""}",false,,NO_CONFLICT,reannotation:MiniMax-M2.5,"Core biopsy showing foam cells and multinucleated giant cells with oil cysts on mammography confirms fat necrosis, a benign condition requiring only reassurance."
MACB-206,TREATMENT_ONLY,false,"A 16-year-old girl comes to the physician with a 4-day history of painful vulvar lesions, generalized fatigue, and malaise. During this period, she has also had dysuria. She is sexually active with 2 male partners and uses condoms inconsistently. Her immunizations are up-to-date; she completed the vaccination course for human papilloma virus 2 months ago. Her temperature is 38.1°C (100.6°F), pulse is 100/min, respirations are 12/min, and blood pressure is 110/70 mm Hg. Pelvic examination shows several shallow ulcers on an erythematous base over the labia majora and minora. There is bilateral, tender inguinal lymphadenopathy. Which of the following is the most appropriate treatment for this patient's condition?",A: Acyclovir therapy | B: Curettage | C: Azithromycin therapy | D: Doxycycline therapy | E: Penicillin therapy,A,Acyclovir therapy,step2&3,data_clean/questions/US/dev.jsonl,"[STUB] A 16-year-old girl comes to the physician with a 4-day history of painful vulvar lesions, generalized fatigue, and malaise. During this period, she has also had dysuria.","{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 16, ""other_constraints"": []}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:llm,"The clinical presentation is classic for primary genital herpes (HSV infection) with painful vulvar ulcers on erythematous base, fever, malaise, dysuria, and bilateral tender inguinal lymphadenopathy; acyclovir is the standard antiviral treatment."
MACB-207,TREATMENT_ONLY,false,"A 6-year-old girl with polycystic kidney disease is started on a new medication after receiving a kidney transplant from a matched, unrelated donor. Two days after starting the medication, laboratory studies show a leukocyte count of 17,500/mm3 (90% segmented neutrophils, 4% bands, 1% eosinophils, 3% lymphocytes, and 1% monocytes). Which of the following drugs is the most likely cause of these laboratory findings?",A: Methylprednisolone | B: Abciximab | C: Ganciclovir | D: Erythropoietin | E: Tacrolimus,A,Methylprednisolone,step1,data_clean/questions/US/dev.jsonl,"[STUB] A 6-year-old girl with polycystic kidney disease is started on a new medication after receiving a kidney transplant from a matched, unrelated donor. Two days after starting the medication, laboratory","{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": null, ""other_constraints"": []}","[""A"", ""C"", ""D"", ""E""]","{""A"": ""ADMISSIBLE"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""ADMISSIBLE"", ""D"": ""ADMISSIBLE"", ""E"": ""ADMISSIBLE""}",false,Query: Drug dosing and contraindications for immunosuppressed pediatric patients post-kidney transplant,NO_CONFLICT,auto:llm,"Methylprednisolone, a glucocorticoid, commonly causes a peripheral neutrophilia by demargination, which explains the observed leukocytosis with a left shift."
MACB-208,TREATMENT_ONLY,false,"A 25-year-old nulligravid female presents to clinic complaining of abnormal vaginal discharge and vaginal pruritis. The patient's past medical history is unremarkable and she does not take any medications. She is sexually active with 3 male partners and does not use condoms. Pelvic examination is notable for a thick, odorless, white discharge. There is marked erythema and edema of the vulva. Vaginal pH is normal. Microscopic viewing of the discharge shows pseudohyphae and white blood cells. Which of the following is the most appropriate treatment plan?",A: Oral clindamycin for the patient and her partner | B: Oral clindamycin for the patient | C: Oral fluconazole for the patient and her partner | D: Oral fluconazole for the patient | E: Topical metronidazole,D,Oral fluconazole for the patient,step2&3,data_clean/questions/US/train.jsonl,[STUB] A 25-year-old nulligravid female presents to clinic complaining of abnormal vaginal discharge and vaginal pruritis. The patient's past medical history is unremarkable and she does not take any medicat,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": null, ""other_constraints"": []}","[""D""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_ABS""}",false,What is the dosing adjustment for fluconazole in patients with renal impairment?,NO_CONFLICT,auto:llm,"The presentation is classic for uncomplicated vulvovaginal candidiasis (pseudohyphae on microscopy) and is best treated with a single oral dose of fluconazole; treating sexual partners is not routinely required, making option D the appropriate choice."
MACB-209,TREATMENT_ONLY,false,"A 22-year-old woman comes to the physician because of a 12-week history of persistent cough. The cough is nonproductive and worse at night. She otherwise feels well. She has not had any changes in appetite or exercise tolerance. For the past year, she has smoked an occasional cigarette at social occasions. Use of herbal cough medications has not provided any symptom relief. She has no history of serious illness but reports getting a runny nose every morning during winter. Her temperature is 37°C (98.6°F), pulse is 68/min, respirations are 12/min, and blood pressure is 110/76 mm Hg. Cardiopulmonary examination and an x-ray of the chest show no abnormalities. Her FEV1 is normal. Which of the following is the most appropriate next step in management?",A: Prednisone therapy | B: Oral amoxicillin-clavulanate | C: Codeine syrup | D: Oral acetylcysteine | E: Oral diphenhydramine,E,Oral diphenhydramine,step2&3,data_clean/questions/US/train.jsonl,[STUB] A 22-year-old woman comes to the physician because of a 12-week history of persistent cough. The cough is nonproductive and worse at night.,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 22, ""other_constraints"": []}","[""E""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""ADMISSIBLE""}",false,,NO_CONFLICT,auto:llm,The cough is most likely due to allergic rhinitis; an oral antihistamine (diphenhydramine) addresses post‑nasal drip and is the appropriate treatment.
MACB-210,TREATMENT_ONLY,false,"A 5-year-old boy is brought to the emergency department by his grandmother because of difficulty breathing. Over the past two hours, the grandmother has noticed his voice getting progressively hoarser and occasionally muffled, with persistent drooling. He has not had a cough. The child recently immigrated from Africa, and the grandmother is unsure if his immunizations are up-to-date. He appears uncomfortable and is sitting up and leaning forward with his chin hyperextended. His temperature is 39.5°C (103.1°F), pulse is 110/min, and blood pressure is 90/70 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 95%. Pulmonary examination shows inspiratory stridor and scattered rhonchi throughout both lung fields, along with poor air movement. Which of the following is the most appropriate next step in management?",A: Nebulized albuterol | B: Intravenous administration of corticosteroids | C: Pharyngoscopy | D: Intravenous administration of antibiotics | E: Nasotracheal intubation,E,Nasotracheal intubation,step2&3,data_clean/questions/US/train.jsonl,"[STUB] A 5-year-old boy is brought to the emergency department by his grandmother because of difficulty breathing. Over the past two hours, the grandmother has noticed his voice getting progressively hoarser","{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 5, ""other_constraints"": [""uncertain immunization status"", ""recent immigrant from Africa""]}","[""E""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""ADMISSIBLE""}",true,What are the drug contraindications or dosing recommendations for pediatric patients who are recent immigrants from Africa with uncertain immunization status?,CONFLICT,auto:llm,"Classic signs of epiglottitis (fever, drooling, muffled voice, tripod position, inspiratory stridor) indicate imminent airway obstruction requiring immediate airway protection via nasotracheal intubation before any diagnostic procedures or treatments like antibiotics."
MACB-211,TREATMENT_ONLY,false,"A 29-year-old woman comes to the physician because of intermittent episodes of sharp chest pain and palpitations. She appears nervous. Her pulse is 115/min and irregularly irregular, and blood pressure is 139/86 mmHg. Examination shows a fine tremor on both hands and digital swelling; the extremities are warm. There is retraction of the right upper eyelid. Which of the following is the most appropriate next step in the management of this patient?",A: Amiodarone | B: Propylthiouracil | C: Warfarin | D: Methimazole | E: Propranolol,E,Propranolol,step1,data_clean/questions/US/train.jsonl,[STUB] A 29-year-old woman comes to the physician because of intermittent episodes of sharp chest pain and palpitations. She appears nervous.,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 29, ""other_constraints"": [""hyperthyroidism (Graves disease)""]}","[""E""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""INADMISSIBLE_REL"", ""E"": ""ADMISSIBLE""}",false,,NO_CONFLICT,auto:llm,Patient has hyperthyroidism (Graves disease) with atrial fibrillation; β‑blocker (propranolol) is first‑line for symptom control.
MACB-212,TREATMENT_ONLY,false,"A 24-year-old woman presents to the emergency department with palpitations for the last hour. This is her 3rd emergency department visit in the last 8 weeks due to the same complaint. She denies fever, shortness of breath, nasal discharge, bowel changes, weight loss, and heat intolerance. She has asthma that is poorly controlled despite regular inhaler use. She drinks a cup of coffee each morning, and she is physically active and jogs for at least 30 minutes daily. She is in a monogamous relationship with her boyfriend and regularly uses barrier contraceptives. Her last menses was 1 week ago. Physical examination reveals: blood pressure 104/70 mm Hg, pulse 194 /min that is regular, and respiratory rate 18/min. Her ECG is shown in the image. A gentle massage over the carotid artery for 5–10 seconds did not terminate her palpitations. What is the most appropriate next step in the management of this patient?",A: Adenosine | B: Amiodarone | C: Digoxin | D: Propranolol | E: Verapamil,E,Verapamil,step2&3,data_clean/questions/US/train.jsonl,[STUB] A 24-year-old woman presents to the emergency department with palpitations for the last hour. This is her 3rd emergency department visit in the last 8 weeks due to the same complaint.,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": null, ""other_constraints"": [""asthma (poorly controlled)""]}","[""E""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""ADMISSIBLE""}",false,"Which drugs are contraindicated in patients with poorly controlled asthma due to risk of bronchospasm, and what is the mechanism?",NO_CONFLICT,auto:llm,"Verapamil is the preferred agent for acute termination of SVT in this patient because adenosine is relatively contraindicated due to her poorly controlled asthma, and non‑selective β‑blockers such as propranolol are absolutely contraindicated."
MACB-213,TREATMENT_ONLY,false,"A 25-year-old man is brought to the emergency department after his girlfriend discovered him at home in a minimally responsive state. He has a history of drinking alcohol excessively and using illicit drugs. On arrival, he does not respond to commands but withdraws all extremities to pain. His pulse is 90/min, respirations are 8/min, and blood pressure is 130/90 mm Hg. Pulse oximetry while receiving bag-valve-mask ventilation shows an oxygen saturation of 95%. Examination shows cool, dry skin, with scattered track marks on his arms and legs. The pupils are pinpoint and react sluggishly to light. His serum blood glucose level is 80 mg/dL. The most appropriate next step in management is intravenous administration of which of the following?",A: Naloxone | B: Phentolamine | C: Methadone | D: Naltrexone | E: Fomepizole,A,Naloxone,step2&3,data_clean/questions/US/train.jsonl,[STUB] A 25-year-old man is brought to the emergency department after his girlfriend discovered him at home in a minimally responsive state. He has a history of drinking alcohol excessively and using illicit,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": null, ""other_constraints"": []}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:llm,"The clinical picture of opioid overdose with pinpoint pupils, respiratory depression, and track marks indicates immediate reversal with intravenous naloxone."
MACB-214,FC_CAND,false,"A 22-year-old man presents to his primary care physician for a skin lesion. The patient states that he has had acne his entire life which typically self-resolves. His current lesion has not resolved and seems to be much more severe than his usual acne lesions. The patient is a college wrestler and is in a fraternity. He admits to having unprotected sex with multiple female and male partners. He has a past medical history of anabolic steroid use and is currently taking whey protein supplements. His temperature is 99.5°F (37.5°C), blood pressure is 127/68 mmHg, pulse is 70/min, respirations are 11/min, and oxygen saturation is 98% on room air. On physical exam, you note the findings in Figure A. Cardiopulmonary exam is within normal limits. Incision and drainage is performed. Which of the following is the most appropriate management of this patient's condition?",A: Packing the wound | B: Mupirocin | C: Vancomycin | D: Dicloxacillin | E: Penicillin G,C,D,step2,data_clean/questions/US/US_qbank.jsonl,[STUB] A 22-year-old man presents to his primary care physician for a skin lesion. The patient states that he has had acne his entire life which typically self-resolves.,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": null, ""other_constraints"": []}","[""C"", ""D""]","{""A"": ""NOT_APPLICABLE"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""ADMISSIBLE"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,reannotation:MiniMax-M2.5,"Vancomycin (C) and dicloxacillin (D) are both appropriate for MRSA skin abscesses post-I&D, with vancomycin being definitive treatment and dicloxacillin acceptable first-line; packing is procedural, mupirocin is topical-only, penicillin G doesn't cover MRSA."
MACB-215,TREATMENT_ONLY,false,"A 42-year-old man with a history of gout and hypertension presents to his family physician with a complaint of increased left knee pain over the past 2 days. He also reports swelling and redness of the left knee and is unable to bear weight on that side. He denies any prior surgery or inciting trauma to the knee. His temperature is 97.0°F (36.1°C), blood pressure is 137/98 mm Hg, pulse is 80/min, respirations are 13/min, and oxygen saturation is 98% on room air. Physical examination reveals a left knee that is erythematous, swollen, warm-to-touch, and extremely tender to palpation and with attempted flexion/extension movement. His left knee range of motion is markedly reduced compared to the contralateral side. Joint aspiration of the left knee is performed with synovial fluid analysis showing turbid fluid with a leukocyte count of 95,000/mm^3, 88% neutrophils, and a low glucose. Gram stain of the synovial fluid is negative. Results from synovial fluid culture are pending. Which of the following is the best treatment regimen for this patient?",A: Acetaminophen and ibuprofen | B: Ceftriaxone | C: Indomethacin and colchicine | D: Piperacillin-tazobactam | E: Vancomycin and ceftazidime,E,Vancomycin and ceftazidime,step2&3,data_clean/questions/US/train.jsonl,[STUB] A 42-year-old man with a history of gout and hypertension presents to his family physician with a complaint of increased left knee pain over the past 2 days. He also reports swelling and redness of th,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": null, ""other_constraints"": []}","[""E""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""ADMISSIBLE""}",false,What are the drug contraindications or dosing adjustments for patients with a history of gout?,NO_CONFLICT,auto:llm,"Synovial fluid findings of high WBC with neutrophilia and low glucose indicate septic arthritis; empiric treatment requires broad-spectrum coverage for MRSA and gram‑negative organisms, best achieved with vancomycin plus ceftazidime."
MACB-216,TREATMENT_ONLY,false,"A 25-year-old man presents to the emergency department with pain in his leg. He states that the pain was sudden and that his leg feels very tender. This has happened before, but symptoms resolved a few days later with acetaminophen. His temperature is 98.5°F (36.9°C), blood pressure is 129/88 mmHg, pulse is 90/min, respirations are 12/min, and oxygen saturation is 98% on room air. Physical exam reveals clear breath sounds bilaterally and a normal S1 and S2. The patient’s right leg is red, inflamed, and tender to palpation inferior to the popliteal fossa. Which of the following is the best treatment for this patient?",A: Aspirin | B: Clindamycin | C: Heparin | D: Ibuprofen and rest | E: Warfarin,C,Heparin,step2&3,data_clean/questions/US/train.jsonl,[STUB] A 25-year-old man presents to the emergency department with pain in his leg. He states that the pain was sudden and that his leg feels very tender.,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": null, ""other_constraints"": []}","[""C""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""ADMISSIBLE"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:llm,The presentation is consistent with an acute deep vein thrombosis of the right lower extremity; the appropriate initial treatment is anticoagulation with heparin.
MACB-217,TREATMENT_ONLY,false,"A 45-year-old African American woman presents to the clinic for complaints of intermittent diarrhea and mouth sores for the past 3 months. The symptoms began shortly after a trip to Kenya where she volunteered at a medical clinic. The diarrhea is described as intense, explosive, and refractory to conventional anti-diarrheal medications. She reports intermittent flushing, abdominal pain, and forgetfulness but denies fevers, chills, shortness of breath, palpitations, or nausea/vomiting. Her past medical history is unremarkable. A physical examination demonstrates significant skin changes shown in Figure A but is otherwise unremarkable. What is the most appropriate treatment for this patient?",A: Corticosteroids | B: Infliximab | C: Loperamide | D: Octreotide | E: Zidovudine,D,D,step1,data_clean/questions/US/US_qbank.jsonl,[STUB] A 45-year-old African American woman presents to the clinic for complaints of intermittent diarrhea and mouth sores for the past 3 months. The symptoms began shortly after a trip to Kenya where she vo,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": null, ""other_constraints"": []}","[""D""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:llm,"The presentation of severe secretory diarrhea refractory to conventional anti-diarrheals, intermittent flushing, abdominal pain and skin changes is classic for carcinoid syndrome, which is best managed with the somatostatin analog octreotide."
MACB-218,TREATMENT_ONLY,false,"A 27-year-old man comes to the physician for a follow-up examination. Paroxetine therapy was initiated 6 weeks ago for a major depressive episode. He now feels much better and says he is delighted with his newfound energy. He gets around 8 hours of sleep nightly. His appetite has increased. Last year, he had two episodes of depressed mood, insomnia, and low energy during which he had interrupted his job training and stopped going to the gym. Now, he has been able to resume his job at a local bank. He also goes to the gym three times a week to work out and enjoys reading books again. His temperature is 36.5°C (97.7°F), pulse is 70/min, and blood pressure is 128/66 mm Hg. Physical and neurologic examinations show no abnormalities. On mental status examination, he describes his mood as """"good.” Which of the following is the most appropriate next step in management?""","A: Continue paroxetine therapy for 2 years | B: Switch from paroxetine to venlafaxine therapy | C: Discontinue paroxetine | D: Continue paroxetine therapy for 6 months | E: Switch from paroxetine to lithium therapy
""",A,Continue paroxetine therapy for 2 years,step2&3,data_clean/questions/US/train.jsonl,[STUB] A 27-year-old man comes to the physician for a follow-up examination. Paroxetine therapy was initiated 6 weeks ago for a major depressive episode.,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": null, ""other_constraints"": []}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:llm,"For a patient with recurrent major depressive episodes who has achieved remission on paroxetine, continuation of the same medication for 2 years is recommended to reduce relapse risk."
MACB-219,TREATMENT_ONLY,false,"Three days after undergoing coronary artery bypass surgery, a 72-year-old man has severe right upper quadrant pain, fever, nausea, and vomiting. He has type 2 diabetes mellitus, benign prostatic hyperplasia, peripheral vascular disease, and chronic mesenteric ischemia. He had smoked one pack of cigarettes daily for 30 years but quit 10 years ago. He drinks 8 cans of beer a week. His preoperative medications include metformin, aspirin, simvastatin, and finasteride. His temperature is 38.9°C (102°F), pulse is 102/min, respirations are 18/min, and blood pressure is 110/60 mmHg. Auscultation of the lungs shows bilateral inspiratory crackles. Cardiac examination shows no murmurs, rubs or gallops. Abdominal examination shows soft abdomen with tenderness and sudden inspiratory arrest upon palpation in the right upper quadrant. There is no rebound tenderness or guarding. Laboratory studies show the following:
Hemoglobin 13.1 g/dL
Hematocrit 42%
Leukocyte count 15,700/mm3
Segmented neutrophils 65%
Bands 10%
Lymphocytes 20%
Monocytes 3%
Eosinophils 1%
Basophils 0.5%
AST 40 U/L
ALT 100 U/L
Alkaline phosphatase 85 U/L
Total bilirubin 1.5 mg/dL
Direct 0.9 mg/dL
Amylase 90 U/L
Abdominal ultrasonography shows a distended gallbladder, thickened gallbladder wall with pericholecystic fluid, and no stones. Which of the following is the most appropriate next step in management?""",A: Intravenous heparin therapy followed by embolectomy | B: Careful observation with serial abdominal examinations | C: Immediate cholecystectomy | D: Intravenous piperacillin-tazobactam therapy and percutaneous cholecystostomy | E: Endoscopic retrograde cholangiopancreatography with papillotomy,D,Intravenous piperacillin-tazobactam therapy and percutaneous cholecystostomy,step2&3,data_clean/questions/US/train.jsonl,"[STUB] Three days after undergoing coronary artery bypass surgery, a 72-year-old man has severe right upper quadrant pain, fever, nausea, and vomiting. He has type 2 diabetes mellitus, benign prostatic hyper","{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 72, ""other_constraints"": [""recent coronary artery bypass surgery (post‑op day 3)"", ""chronic mesenteric ischemia"", ""type 2 diabetes mellitus"", ""peripheral vascular disease""]}","[""D""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_REL"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:llm,The presentation is classic for acute acalculous cholecystitis; prompt broad‑spectrum antibiotics (piperacillin‑tazobactam) and percutaneous cholecystostomy provide rapid source control in this high‑risk postoperative patient.
MACB-220,TREATMENT_ONLY,false,"A 31-year-old woman comes to the physician because of headaches and nausea for 2 weeks. The headaches are worse on awakening and she describes them as 7 out of 10 in intensity. During this period, she has noticed brief episodes of visual loss in both eyes lasting several seconds, especially when she suddenly stands up or bends over. She is 165 cm (5 ft 5 in) tall and weighs 98 kg (216 lb); BMI is 36 kg/m2. Vital signs are within normal limits. Examination shows a visual acuity of 20/20 in both eyes with mild peripheral vision loss. Fundoscopic examination shows bilateral optic disc swelling. An MRI of the brain shows no abnormalities. A lumbar puncture is performed; opening pressure is 310 mm H2O. Cerebrospinal fluid analysis shows a leukocyte count of 4/mm3 (75% lymphocytes), a protein concentration of 35 mg/dL, and a glucose concentration of 45 mg/dL. Which of the following is the most appropriate next step in management?",A: Acetazolamide therapy | B: Prednisone therapy | C: Optic nerve sheath fenestration | D: Ventricular shunting | E: Furosemide therapy,A,Acetazolamide therapy,step2&3,data_clean/questions/US/train.jsonl,[STUB] A 31-year-old woman comes to the physician because of headaches and nausea for 2 weeks. The headaches are worse on awakening and she describes them as 7 out of 10 in intensity.,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 31, ""other_constraints"": [""Obesity (BMI 36) - contributes to Idiopathic Intracranial Hypertension but does not contraindicate treatment""]}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_REL""}",false,,NO_CONFLICT,auto:llm,"The patient has idiopathic intracranial hypertension (pseudotumor cerebri) with elevated opening pressure (310 mm H2O), papilledema, and orthostatic visual loss episodes. Acetazolamide is the standard first-line medical therapy to reduce CSF production and intracranial pressure. Steroids, surgical optic nerve fenestration, and VP shunting are reserved for progressive vision loss despite maximally tolerated medical therapy, which is not yet indicated here."
MACB-221,TREATMENT_ONLY,false,"A 62-year-old man with a 5-year history of chronic obstructive pulmonary disease comes to the physician for a follow-up examination. He has had episodic palpitations over the past week. His only medication is a tiotropium-formoterol inhaler. His pulse is 140/min and irregular, respirations are 17/min, and blood pressure is 116/70 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 95%. The lungs are clear to auscultation. Cardiac examination shows no murmurs, rubs, or gallops. Serum concentrations of electrolytes, thyroid-stimulating hormone, and cardiac troponins are within the reference range. An electrocardiogram is shown. Which of the following is the most appropriate next step in management?","A: Synchronized cardioversion | B: Radiofrequency ablation | C: Procainamide therapy | D: Verapamil therapy | E: Propranolol therapy
""",D,Verapamil therapy,step2&3,data_clean/questions/US/train.jsonl,[STUB] A 62-year-old man with a 5-year history of chronic obstructive pulmonary disease comes to the physician for a follow-up examination. He has had episodic palpitations over the past week.,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 62, ""other_constraints"": [""chronic obstructive pulmonary disease (COPD)""]}","[""D""]","{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_REL""}",false,,NO_CONFLICT,auto:llm,The presentation (irregular tachycardia at 140/min with palpitations) is consistent with new-onset atrial fibrillation. Verapamil is appropriate for rate control. Propranolol (non-selective beta-blocker) is relatively contraindicated in COPD due to risk of bronchospasm. The other options are not first-line acute management for stable AF with rapid ventricular response.
MACB-222,FC_CAND,false,"Ten days after starting a new medication, a 60-year-old man is brought to the emergency department after a 3-minute episode of myoclonic jerking movements and urinary incontinence. After regaining consciousness, the patient had no recollection of what happened and seemed confused. He has bipolar disorder, which has been controlled with maintenance therapy for the past 15 years. Physical examination shows dry oral mucosa, muscle fasciculations, and bilateral hand tremors. His speech is slow, and he is disoriented. Which of the following drugs most likely precipitated this patient's current condition?",A: Valproic acid | B: Theophylline | C: Fluoxetine | D: Celecoxib | E: Metoprolol,D,Celecoxib,step1,data_clean/questions/US/train.jsonl,"[STUB] Ten days after starting a new medication, a 60-year-old man is brought to the emergency department after a 3-minute episode of myoclonic jerking movements and urinary incontinence. After regaining con","{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": null, ""other_constraints"": []}","[""Celecoxib"", ""D""]","{""Valproic acid"": ""INADMISSIBLE_ABS"", ""Theophylline"": ""INADMISSIBLE_ABS"", ""Fluoxetine"": ""INADMISSIBLE_ABS"", ""Celecoxib"": ""ADMISSIBLE"", ""Metoprolol"": ""INADMISSIBLE_ABS"", ""D"": ""ADMISSIBLE""}",false,,NO_CONFLICT,reannotation:MiniMax-M2.5,"Celecoxib is the correct answer as COX-2 inhibitors can precipitate seizures and neurotoxicity in predisposed patients, consistent with the temporal relationship to new medication initiation."
